oare_id,source_transliteration,target_translation_english,source_pdf,source_page,stage1_match_source,stage1_match_confidence,stage2_confidence,language_detected,llm_opinion,akkadian_from_page_text,evidence,notes,pair_index,input_key
9d7453cc-d067-4b9e-967a-c2d1dd465183,"5 Minen Silber haben wir, als auch Ili-ellat wegging, ...","5 minas of silver we have, as also Ili-ellat went, ...","APU, 1995.pdf",110,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but some parts are unclear or damaged.",4 GÍN.TA KÙ.BABBAR a-di ú-ul-ma-a | a-na ša-ṭa-dam áš-qúl | 1 GÍN a-dì ú-ul-ma ik-šu-ud-ni-a-tí,page_text_ref,"The page contains a translation for the tablet, but some parts are unclear or damaged.",1,"APU, 1995.pdf||110||9d7453cc-d067-4b9e-967a-c2d1dd465183"
5e383523-8fa8-455c-9de1-7070642483d8,"Silber habe ich auf dein Konto in Burushattum hinterlegt, (nämlich):","I have deposited silver on your account in Burushattum, (namely):","APU, 1995.pdf",125,page_text_ref,0.82,0.82,de|en|other,"This page is partially useful for the tablet, but the translation is not entirely clear.",KÙ.BABBAR a-na qk-ti-ka i-na Bu-ru-uf-ha-tim a-di-i,"The page contains a translation of the tablet, but it is not entirely clear. The translation is mostly in German, with some English phrases.","The page contains a mix of German and English text, with some Akkadian phrases. The translation is not entirely clear, but it appears to be a translation of the tablet.",0,"APU, 1995.pdf||125||5e383523-8fa8-455c-9de1-7070642483d8"
5e383523-8fa8-455c-9de1-7070642483d8,1 Talent 7 Minen Silber (mit) Siegeln (versehen);,1 Talent 7 Minas silver (with) seals (provided);,"APU, 1995.pdf",125,page_text_ref,0.82,0.82,de|en|other,"This page is partially useful for the tablet, but the translation is not entirely clear.",KÙ.BABBAR a-na qk-ti-ka i-na Bu-ru-uf-ha-tim a-di-i,"The page contains a translation of the tablet, but it is not entirely clear. The translation is mostly in German, with some English phrases.","The page contains a mix of German and English text, with some Akkadian phrases. The translation is not entirely clear, but it appears to be a translation of the tablet.",1,"APU, 1995.pdf||125||5e383523-8fa8-455c-9de1-7070642483d8"
5e383523-8fa8-455c-9de1-7070642483d8,2/3 Mine von der Ware vom Transport des Uzua zu deinem Silber hinzugekommen.,2/3 Mine of the goods from the transport of Uzua has come to your silver.,"APU, 1995.pdf",125,page_text_ref,0.82,0.82,de|en|other,"This page is partially useful for the tablet, but the translation is not entirely clear.",KÙ.BABBAR a-na qk-ti-ka i-na Bu-ru-uf-ha-tim a-di-i,"The page contains a translation of the tablet, but it is not entirely clear. The translation is mostly in German, with some English phrases.","The page contains a mix of German and English text, with some Akkadian phrases. The translation is not entirely clear, but it appears to be a translation of the tablet.",2,"APU, 1995.pdf||125||5e383523-8fa8-455c-9de1-7070642483d8"
5e383523-8fa8-455c-9de1-7070642483d8,9 Segel Silber für dein Zinn;,9 shekels of silver for your tin;,"APU, 1995.pdf",125,page_text_ref,0.82,0.82,de|en|other,"This page is partially useful for the tablet, but the translation is not entirely clear.",KÙ.BABBAR a-na qk-ti-ka i-na Bu-ru-uf-ha-tim a-di-i,"The page contains a translation of the tablet, but it is not entirely clear. The translation is mostly in German, with some English phrases.","The page contains a mix of German and English text, with some Akkadian phrases. The translation is not entirely clear, but it appears to be a translation of the tablet.",3,"APU, 1995.pdf||125||5e383523-8fa8-455c-9de1-7070642483d8"
5e383523-8fa8-455c-9de1-7070642483d8,je 9 Segel für deine kutanum-Stoffe.,each 9 shekels for your kutanum fabrics.,"APU, 1995.pdf",125,page_text_ref,0.82,0.82,de|en|other,"This page is partially useful for the tablet, but the translation is not entirely clear.",KÙ.BABBAR a-na qk-ti-ka i-na Bu-ru-uf-ha-tim a-di-i,"The page contains a translation of the tablet, but it is not entirely clear. The translation is mostly in German, with some English phrases.","The page contains a mix of German and English text, with some Akkadian phrases. The translation is not entirely clear, but it appears to be a translation of the tablet.",4,"APU, 1995.pdf||125||5e383523-8fa8-455c-9de1-7070642483d8"
5c7e8109-d619-7aa0-1250-b7ebe432bc1f,"Von 7 schwarzen Stoffen, die
im bet karim hinterlegt
sind, hat 5 schwarze Stoffe
Pûsu-kén hinterlegt.","Of the 7 black garments, which are deposited in the bet karim, 5 black garments have been deposited by Pûsu-kén.","APU, 1995.pdf",130,page_text_ref,0.82,0.82,en|de|tr,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of multiple languages and unclear text.",AN.NA 2 TÚG | KÙ.BABBAR a-šur-SIPA | a-na a-šur-be-el-ma-al-ki-im,"The page contains a translation of the tablet, but it is not entirely reliable due to the presence of multiple languages and unclear text.","The translation is based on the stage1 match source: page_text_ref, with a confidence of 0.82.",0,"APU, 1995.pdf||130||5c7e8109-d619-7aa0-1250-b7ebe432bc1f"
5c7e8109-d619-7aa0-1250-b7ebe432bc1f,"2 schwarze Stoffe vom
Silber des Salim-anum",2 black garments from the silver of Salim-anum,"APU, 1995.pdf",130,page_text_ref,0.82,0.82,en|de|tr,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of multiple languages and unclear text.",AN.NA 2 TÚG | KÙ.BABBAR a-šur-SIPA | a-na a-šur-be-el-ma-al-ki-im,"The page contains a translation of the tablet, but it is not entirely reliable due to the presence of multiple languages and unclear text.","The translation is based on the stage1 match source: page_text_ref, with a confidence of 0.82.",1,"APU, 1995.pdf||130||5c7e8109-d619-7aa0-1250-b7ebe432bc1f"
bc166461-a9e9-c3ae-5169-bdbfcad4e4bd,i-na 80 ma-na qá-tí a-bi4-ni ù 80 ma-na URUDU qá-tí a-šùr-na-da,"in 80 minas of wool, the father's share, and 80 minas of copper, the share of Ashurnadai","APU, 1995.pdf",137,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of multiple languages and the complexity of the text.",i-na 80 ma-na qá-tí a-bi4-ni ù 80 ma-na URUDU qá-tí a-šùr-na-da,The extracted translation segment matches the stage1 match source with a confidence of 0.82.,"The page contains a mix of German and English text, which may affect the reliability of the translation.",0,"APU, 1995.pdf||137||bc166461-a9e9-c3ae-5169-bdbfcad4e4bd"
fcf22c7f-bab4-4296-8d9d-5d834bf761bd,für 3 Stoffe sind meine.,"For 3 goods, I am the owner.","APU, 1995.pdf",143,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of erased lines and unclear text.",i-na É.GAL-lim ú-ṣú-nim 2 TÚG im-dí-DINGIR a-na <gap> É kà-ri-im il5-qé-ma a-na qá-tí-šu i-dí-i 1 TÚG PUZUR4-a-šur a-na qá-tí-i-šu i-dí-i 1 {TÚG}ku-ta-nam 1 TÚG lá qá-at-pá-am a-na im-dí-lim e-zi-ib na-ru-qám ša du-ul-ba-tim <gap>-a <gap>,"The translation was extracted from the page text, and the confidence level is 0.82.","The page text contains some unclear and erased lines, which may affect the reliability of the translation.",0,"APU, 1995.pdf||143||fcf22c7f-bab4-4296-8d9d-5d834bf761bd"
fcf22c7f-bab4-4296-8d9d-5d834bf761bd,Insgesamt: (mit) 1 Mine 34 1/2 Segel,In total: (with) 1 mine 34 1/2 Segel,"APU, 1995.pdf",143,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of erased lines and unclear text.",i-na É.GAL-lim ú-ṣú-nim 2 TÚG im-dí-DINGIR a-na <gap> É kà-ri-im il5-qé-ma a-na qá-tí-šu i-dí-i 1 TÚG PUZUR4-a-šur a-na qá-tí-i-šu i-dí-i 1 {TÚG}ku-ta-nam 1 TÚG lá qá-at-pá-am a-na im-dí-lim e-zi-ib na-ru-qám ša du-ul-ba-tim <gap>-a <gap>,"The translation was extracted from the page text, and the confidence level is 0.82.","The page text contains some unclear and erased lines, which may affect the reliability of the translation.",1,"APU, 1995.pdf||143||fcf22c7f-bab4-4296-8d9d-5d834bf761bd"
fcf22c7f-bab4-4296-8d9d-5d834bf761bd,ist mein Name eingetragen.,my name is registered.,"APU, 1995.pdf",143,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of erased lines and unclear text.",i-na É.GAL-lim ú-ṣú-nim 2 TÚG im-dí-DINGIR a-na <gap> É kà-ri-im il5-qé-ma a-na qá-tí-šu i-dí-i 1 TÚG PUZUR4-a-šur a-na qá-tí-i-šu i-dí-i 1 {TÚG}ku-ta-nam 1 TÚG lá qá-at-pá-am a-na im-dí-lim e-zi-ib na-ru-qám ša du-ul-ba-tim <gap>-a <gap>,"The translation was extracted from the page text, and the confidence level is 0.82.","The page text contains some unclear and erased lines, which may affect the reliability of the translation.",2,"APU, 1995.pdf||143||fcf22c7f-bab4-4296-8d9d-5d834bf761bd"
fcf22c7f-bab4-4296-8d9d-5d834bf761bd,1 Mine und 15 Segel,1 mine and 15 Segel,"APU, 1995.pdf",143,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of erased lines and unclear text.",i-na É.GAL-lim ú-ṣú-nim 2 TÚG im-dí-DINGIR a-na <gap> É kà-ri-im il5-qé-ma a-na qá-tí-šu i-dí-i 1 TÚG PUZUR4-a-šur a-na qá-tí-i-šu i-dí-i 1 {TÚG}ku-ta-nam 1 TÚG lá qá-at-pá-am a-na im-dí-lim e-zi-ib na-ru-qám ša du-ul-ba-tim <gap>-a <gap>,"The translation was extracted from the page text, and the confidence level is 0.82.","The page text contains some unclear and erased lines, which may affect the reliability of the translation.",3,"APU, 1995.pdf||143||fcf22c7f-bab4-4296-8d9d-5d834bf761bd"
fcf22c7f-bab4-4296-8d9d-5d834bf761bd,für 7 Stoffe: Elau .,for 7 goods: Elau .,"APU, 1995.pdf",143,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the translation is not entirely reliable due to the presence of erased lines and unclear text.",i-na É.GAL-lim ú-ṣú-nim 2 TÚG im-dí-DINGIR a-na <gap> É kà-ri-im il5-qé-ma a-na qá-tí-šu i-dí-i 1 TÚG PUZUR4-a-šur a-na qá-tí-i-šu i-dí-i 1 {TÚG}ku-ta-nam 1 TÚG lá qá-at-pá-am a-na im-dí-lim e-zi-ib na-ru-qám ša du-ul-ba-tim <gap>-a <gap>,"The translation was extracted from the page text, and the confidence level is 0.82.","The page text contains some unclear and erased lines, which may affect the reliability of the translation.",4,"APU, 1995.pdf||143||fcf22c7f-bab4-4296-8d9d-5d834bf761bd"
a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5,13 GIN 15 E KÙ.BABBAR,13 egel 15 Korn Silber,"APU, 1995.pdf",159,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the context of the tablet, but the translation is not always accurate.",13 GÍN 15 ŠE KÙ.BABBAR ù UDU KI ší-ib-tim ša i-lá-at kà-ni-ìš | 5 GÍN KI a-šur-be-lí | 1.5 GÍN iš-tí a-ta-a-a | 6.5 GÍN KÙ.BABBAR KI du-ru-ùḫ-nu,page_text_ref,"The translation is mostly accurate, but some sentences are not translated or are translated incorrectly.",0,"APU, 1995.pdf||159||a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5"
a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5,ù UDU KI si-ib-tim,"and one sheep to the account of the Old Ones,","APU, 1995.pdf",159,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the context of the tablet, but the translation is not always accurate.",13 GÍN 15 ŠE KÙ.BABBAR ù UDU KI ší-ib-tim ša i-lá-at kà-ni-ìš | 5 GÍN KI a-šur-be-lí | 1.5 GÍN iš-tí a-ta-a-a | 6.5 GÍN KÙ.BABBAR KI du-ru-ùḫ-nu,page_text_ref,"The translation is mostly accurate, but some sentences are not translated or are translated incorrectly.",1,"APU, 1995.pdf||159||a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5"
a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5,5 GIN KI A-sur-be-li,"5 Segel to the account of Assur-béli,","APU, 1995.pdf",159,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the context of the tablet, but the translation is not always accurate.",13 GÍN 15 ŠE KÙ.BABBAR ù UDU KI ší-ib-tim ša i-lá-at kà-ni-ìš | 5 GÍN KI a-šur-be-lí | 1.5 GÍN iš-tí a-ta-a-a | 6.5 GÍN KÙ.BABBAR KI du-ru-ùḫ-nu,page_text_ref,"The translation is mostly accurate, but some sentences are not translated or are translated incorrectly.",2,"APU, 1995.pdf||159||a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5"
a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5,1 1/2 GIN is-ti,"1 1/2 Segel to the account of
A-ta-a-a","APU, 1995.pdf",159,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the context of the tablet, but the translation is not always accurate.",13 GÍN 15 ŠE KÙ.BABBAR ù UDU KI ší-ib-tim ša i-lá-at kà-ni-ìš | 5 GÍN KI a-šur-be-lí | 1.5 GÍN iš-tí a-ta-a-a | 6.5 GÍN KÙ.BABBAR KI du-ru-ùḫ-nu,page_text_ref,"The translation is mostly accurate, but some sentences are not translated or are translated incorrectly.",3,"APU, 1995.pdf||159||a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5"
a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5,6 '/ GIN KÙ.BABBAR,6 ' Segel Silver,"APU, 1995.pdf",159,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the context of the tablet, but the translation is not always accurate.",13 GÍN 15 ŠE KÙ.BABBAR ù UDU KI ší-ib-tim ša i-lá-at kà-ni-ìš | 5 GÍN KI a-šur-be-lí | 1.5 GÍN iš-tí a-ta-a-a | 6.5 GÍN KÙ.BABBAR KI du-ru-ùḫ-nu,page_text_ref,"The translation is mostly accurate, but some sentences are not translated or are translated incorrectly.",4,"APU, 1995.pdf||159||a70de1a3-f3a8-469f-8508-c9e2f6fcaeb5"
b423d8f4-e8ff-b00d-5fd8-256846e076ac,1 ma- rna1 AN.NA,1 ma- rna1 AN.NA,"APU, 1995.pdf",162,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",1 ma- rna1 AN.NA | is-tf A- rmuri -Estar | i-ma-[...] rim- -ti-ma? a | hu-lu-q[6-um] me- ran E....,"The page contains a translation of the tablet, but the translation is not entirely reliable due to the presence of unknown words and phrases.","The translation is mostly in English, but there are some German phrases and sentences.",0,"APU, 1995.pdf||162||b423d8f4-e8ff-b00d-5fd8-256846e076ac"
b423d8f4-e8ff-b00d-5fd8-256846e076ac,is-tf A- rmuri -Estar,is-tf A- rmuri -Estar,"APU, 1995.pdf",162,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",1 ma- rna1 AN.NA | is-tf A- rmuri -Estar | i-ma-[...] rim- -ti-ma? a | hu-lu-q[6-um] me- ran E....,"The page contains a translation of the tablet, but the translation is not entirely reliable due to the presence of unknown words and phrases.","The translation is mostly in English, but there are some German phrases and sentences.",1,"APU, 1995.pdf||162||b423d8f4-e8ff-b00d-5fd8-256846e076ac"
b423d8f4-e8ff-b00d-5fd8-256846e076ac,i-ma-[...] rim- -ti-ma? a,i-ma-[...] rim- -ti-ma? a,"APU, 1995.pdf",162,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",1 ma- rna1 AN.NA | is-tf A- rmuri -Estar | i-ma-[...] rim- -ti-ma? a | hu-lu-q[6-um] me- ran E....,"The page contains a translation of the tablet, but the translation is not entirely reliable due to the presence of unknown words and phrases.","The translation is mostly in English, but there are some German phrases and sentences.",2,"APU, 1995.pdf||162||b423d8f4-e8ff-b00d-5fd8-256846e076ac"
b423d8f4-e8ff-b00d-5fd8-256846e076ac,hu-lu-q[6-um] me- ran E....,hu-lu-q[6-um] me- ran E....,"APU, 1995.pdf",162,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",1 ma- rna1 AN.NA | is-tf A- rmuri -Estar | i-ma-[...] rim- -ti-ma? a | hu-lu-q[6-um] me- ran E....,"The page contains a translation of the tablet, but the translation is not entirely reliable due to the presence of unknown words and phrases.","The translation is mostly in English, but there are some German phrases and sentences.",3,"APU, 1995.pdf||162||b423d8f4-e8ff-b00d-5fd8-256846e076ac"
2fd822da-d512-4e35-887b-38d035bc3a16,10 GIN KÙ si-im AN.NA sa <gap>-im 1 ri-ik-sùm 15 GIN KÙ.BABBAR si-im TÙG sa Ma-nu-ba GUDU4 sa A-Sur,"10 shekels of silver from the house of Anu, son of <gap> 1 share of 15 shekels of silver from the house of Mannu-ba, son of Assur","APU, 1995.pdf",180,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",10 GIN KÙ si-im AN.NA sa <gap>-im | 1 ri-ik-sùm 15 GIN KÙ.BABBAR si-im TÙG sa Ma-nu-ba GUDU4 sa A-Sur | a-Lâ-ma-si û A-ha-ha 1 'h GIN KU,"The page text contains a translation of the tablet, but it is not entirely reliable due to the presence of gaps and unclear text.",The translation is based on the stage1 match source: page_text_ref with a confidence of 0.82.,0,"APU, 1995.pdf||180||2fd822da-d512-4e35-887b-38d035bc3a16"
2fd822da-d512-4e35-887b-38d035bc3a16,a-Lâ-ma-si û A-ha-ha 1 'h GIN KU,from the house of Lamasu and Ahaha 1 5/6 share,"APU, 1995.pdf",180,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but the translation is not entirely reliable.",10 GIN KÙ si-im AN.NA sa <gap>-im | 1 ri-ik-sùm 15 GIN KÙ.BABBAR si-im TÙG sa Ma-nu-ba GUDU4 sa A-Sur | a-Lâ-ma-si û A-ha-ha 1 'h GIN KU,"The page text contains a translation of the tablet, but it is not entirely reliable due to the presence of gaps and unclear text.",The translation is based on the stage1 match source: page_text_ref with a confidence of 0.82.,1,"APU, 1995.pdf||180||2fd822da-d512-4e35-887b-38d035bc3a16"
d0880722-5f1d-4745-b15d-93e13cf3488d,"20 Minen [Silber] werde ich
zur Abrech[nung]
stellen.",20 Minen [Silver] will be set for settlement.,"APU, 1995.pdf",180,page_text_ref,0.82,0.82,en,"This page is partially useful for translation, but the text is not entirely relevant to the tablet.",20 ma-na | i-na ni-kà-sí | a-ša-kam | ša-al-ša-tim | a-lá-qé | 1.8333300000000001 ma-na | a-mur-DINGIR | 0.83333 ma-na | {d}EN.LÍL-,"The page text contains a translation of the tablet, but it is not entirely relevant.","The translation is partially useful, but the text is not entirely relevant to the tablet.",0,"APU, 1995.pdf||180||d0880722-5f1d-4745-b15d-93e13cf3488d"
d0880722-5f1d-4745-b15d-93e13cf3488d,"Drittelanteile [....]
werde ich nehmen.",Third shares [....] will be taken.,"APU, 1995.pdf",180,page_text_ref,0.82,0.82,en,"This page is partially useful for translation, but the text is not entirely relevant to the tablet.",20 ma-na | i-na ni-kà-sí | a-ša-kam | ša-al-ša-tim | a-lá-qé | 1.8333300000000001 ma-na | a-mur-DINGIR | 0.83333 ma-na | {d}EN.LÍL-,"The page text contains a translation of the tablet, but it is not entirely relevant.","The translation is partially useful, but the text is not entirely relevant to the tablet.",1,"APU, 1995.pdf||180||d0880722-5f1d-4745-b15d-93e13cf3488d"
d0880722-5f1d-4745-b15d-93e13cf3488d,"1 5/6Mi[nen ....]
Amur-ili [....]
5/6Min[e ....]
Enlil-.... ]",1 5/6 Minen [....] Amur-ili [....] 5/6 Minen [....] Enlil-....,"APU, 1995.pdf",180,page_text_ref,0.82,0.82,en,"This page is partially useful for translation, but the text is not entirely relevant to the tablet.",20 ma-na | i-na ni-kà-sí | a-ša-kam | ša-al-ša-tim | a-lá-qé | 1.8333300000000001 ma-na | a-mur-DINGIR | 0.83333 ma-na | {d}EN.LÍL-,"The page text contains a translation of the tablet, but it is not entirely relevant.","The translation is partially useful, but the text is not entirely relevant to the tablet.",2,"APU, 1995.pdf||180||d0880722-5f1d-4745-b15d-93e13cf3488d"
d0880722-5f1d-4745-b15d-93e13cf3488d,"15 Minen [....]
der Gesellschaft [...]
Aääur-[.... ]
und des Im-[....]
in [. .]
6 2/3Mi[nen ....]
in der Gesellschaft [....]
in [. .]
hinter[legt. ...]",15 Minen [....] in the society [....] Aääur-[.... ] and the Im-[....] in [. .] 6 2/3 Minen [....] in the society [....] in [. .] left [....],"APU, 1995.pdf",180,page_text_ref,0.82,0.82,en,"This page is partially useful for translation, but the text is not entirely relevant to the tablet.",20 ma-na | i-na ni-kà-sí | a-ša-kam | ša-al-ša-tim | a-lá-qé | 1.8333300000000001 ma-na | a-mur-DINGIR | 0.83333 ma-na | {d}EN.LÍL-,"The page text contains a translation of the tablet, but it is not entirely relevant.","The translation is partially useful, but the text is not entirely relevant to the tablet.",3,"APU, 1995.pdf||180||d0880722-5f1d-4745-b15d-93e13cf3488d"
12a51e01-2ec6-4cce-9c71-b5a44f2758b3,"10 Segel Silber, der Kaufpreis für Zinn, gehörig dem ...","10 silver shekels, the purchase price of tin, belonging to ...","APU, 1995.pdf",181,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation, but some parts are unclear or in a different language.",10' 2 ne-pi-Sa-an | 1 ri-ik-sùm | a-ha-ma ni-is-ha-sfi | 1 né-pl-Sum | 15 ma-na KÙ.BABBAR,page_text_ref,"The translation is mostly in German, but some parts are in English. The text is partially unclear or in a different language.",0,"APU, 1995.pdf||181||12a51e01-2ec6-4cce-9c71-b5a44f2758b3"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,"Aufzeichnung über die Eigentumsverhältnisse am einer Sendung von Gewinnanteilen in riksum
(""Bund"")-Einheiten von Gold und Silber nach As""sur.","Record of the ownership of a shipment of profit shares in riksum
(""Bund"") units of gold and silver to Asur.","APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",0,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,"Unter den Empfängern sind auch die
bekannten Frauen Simat-ASSur und Taräm-Kilbi.","Among the recipients are also the
known women Simat-Assur and Taram-Kilbi.","APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",1,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,Puzur4-A-sur ku-nu-ki-ni,Puzur4-A-sur ku-nu-ki-ni,"APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",2,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,sa-du-a-sú sa-bu,sa-du-a-sú sa-bu,"APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",3,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,ni is-ba sû DIRI sa-du-a-sú,ni is-ba sû DIRI sa-du-a-sú,"APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",4,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,sa-bu ni is ha-sû DIRI,sa-bu ni is ha-sû DIRI,"APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",5,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
883ffab6-09de-47c1-9de6-8aee0fda8fa5,Bu-bu-ra-nim,Bu-bu-ra-nim,"APU, 1995.pdf",185,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it seems to be a commentary or introduction to the tablet, rather than a direct translation.",Puzur4-A-sur ku-nu-ki-ni | sa-du-a-sú sa-bu | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI | Bu-bu-ra-nim | ni is-ba sû DIRI sa-du-a-sú | sa-bu ni is ha-sû DIRI,page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation. It seems to be a commentary or introduction to the tablet.",6,"APU, 1995.pdf||185||883ffab6-09de-47c1-9de6-8aee0fda8fa5"
67258a77-1e59-455f-bec3-3909a8d21866,"22 Minen Silber bei Dädäja, Sohn des Iddinäja.","22 mines of silver at Dädäja, son of Iddinäja.","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",0,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
